company_name,siren_number,nic_number,legal_form,ape_code,address,postal_code,city,region,registration_date,deregistration_date,closing_date_2018_1,revenue_2018_1,turnover_2018_1,closing_date_2018_2,revenue_2018_2,turnover_2018_2,closing_date_2018_3,revenue_2018_3,turnover_2018_3,closing_date_2019_1,revenue_2019_1,turnover_2019_1,closing_date_2019_2,revenue_2019_2,turnover_2019_2,closing_date_2019_3,revenue_2019_3,turnover_2019_3,closing_date_2020_1,revenue_2020_1,turnover_2020_1,closing_date_2020_2,revenue_2020_2,turnover_2020_2,closing_date_2020_3,revenue_2020_3,turnover_2020_3,closing_date_2021_1,revenue_2021_1,turnover_2021_1,closing_date_2021_2,revenue_2021_2,turnover_2021_2,closing_date_2021_3,revenue_2021_3,turnover_2021_3,closing_date_2022_1,revenue_2022_1,turnover_2022_1,closing_date_2022_2,revenue_2022_2,turnover_2022_2,closing_date_2022_3,revenue_2022_3,turnover_2022_3,industry_sector,phone_number,website,reviews,schedule,instagram,facebook,twitter,linkedin,youtube,email,scraping_date,siren,dateCreationUniteLegale,dateDernierTraitementUniteLegale,nombrePeriodesUniteLegale,categorieEntreprise
FRANCE BATIMENT EXPERTISES,849377585,13.0,Societe a responsabilite limitee,0000Z,4 RUE NEUVE DES CARMES,63000.0,CLERMONT FERRAND,Auvergne-Rhône-Alpes,2019-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,849377585.0,2019-03-19,2024-03-22T14:26:06,3.0,PME
PHARMACIE DE GUICLAN,901257758,10.0,Societe a responsabilite limitee a associe unique,0000Z,1 RUE DU STADE,29410.0,GUICLAN,Bretagne,2021-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,901257758.0,2021-07-08,2024-03-22T14:26:06,2.0,PME
DA GUSTO,793087578,19.0,Societe par actions simplifiee a associe unique,0000Z,7 B RUE DE L ARGONNE,94400.0,VITRY SUR SEINE,Ile-de-France,2013-05-23,2018-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,793087578.0,2013-05-14,2024-03-22T14:26:06,1.0,
MORLET,839958196,17.0,Societe en nom collectif,0000Z,12 RUE DU MARECHAL LECLERC,62300.0,LENS,Nord-Pas-de-Calais-Picardie,2018-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,839958196.0,2018-05-30,2024-03-22T14:26:06,2.0,PME
CONTROLE TECHNIQUE ARBOIS,977512813,14.0,Société par actions simplifiée à associé unique,0000Z,35 GRANDE RUE,39330.0,PAGNOZ,Bourgogne-Franche-Comté,2023-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,977512813.0,2023-07-06,2024-03-22T14:26:06,2.0,
MOBC,839943149,14.0,Societe par actions simplifiee,0000Z,146 RUE DE GERE BELESTEN,64121.0,SERRES CASTET,Aquitaine-Limousin-Poitou-Charentes,2018-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,839943149.0,2018-05-29,2024-07-16T05:12:25,4.0,PME
AUGUSTA,893544072,18.0,Societe par actions simplifiee,0000Z,55 ROUTE DE LYON,1390.0,CIVRIEUX,Auvergne-Rhône-Alpes,2021-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,893544072.0,2021-02-01,2024-03-22T14:26:06,2.0,PME
PKW,922563457,14.0,Société par actions simplifiée à associé unique,0000Z,32 AVENUE GAMBETTA,41000.0,BLOIS,Centre-Val de Loire,2022-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,922563457.0,2022-12-28,2024-03-22T14:26:06,2.0,
MING SUSHIGOO,901196980,14.0,Societe par actions simplifiee,0000Z,10 AVENUE DE LA RESIDENCE,92160.0,ANTONY,Ile-de-France,2021-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,901196980.0,2021-07-07,2024-07-30T11:05:47,2.0,PME
APOLONIA CAFE,893408138,12.0,Societe par actions simplifiee,0000Z,40 RUE BREGUET,97420.0,LE PORT,La Réunion,2021-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,893408138.0,2021-01-22,2024-03-22T14:26:06,1.0,ETI
BBPC Consulting,838910404,14.0,Societe par actions simplifiee,0000Z,10 ALLEE DES MARRONNIERS,95560.0,MAFFLIERS,,2018-04-14,,2018-12-31,,,,,,,,,2019-12-31,,,2018-12-31,,,,,,2020-12-31,,,2019-12-31,,,2018-12-31,,,2021-12-31,,,2020-12-31,,,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,838910404.0,2018-04-10,2024-03-22T14:26:06,1.0,PME
AMBULANCES MASSIRA,921329371,14.0,Société par actions simplifiée,0000Z,70 BOULEVARD ANATOLE FRANCE,93200.0,ST DENIS,Ile-de-France,2022-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,921329371.0,2022-11-14,2024-03-22T14:26:06,2.0,
ALMCL,893556217,14.0,Societe a responsabilite limitee,0000Z,13 QUAI LUSIGNAN,47600.0,NERAC,Aquitaine-Limousin-Poitou-Charentes,2021-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,893556217.0,2021-02-01,2024-03-22T14:26:06,2.0,PME
ADM GROSBOIS CARROSSERIE,893534453,12.0,Societe par actions simplifiee a associe unique,0000Z,Zone Artisanale La Fontaine,49330.0,LES HAUTS D'ANJOU,Pays-de-la-Loire,2021-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,893534453.0,2021-02-01,2024-03-22T14:26:06,2.0,PME
DISTRIBUTION PARADIS FBD,900962127,16.0,Societe par actions simplifiee a associe unique,0000Z,17 RUE MICHEL,94190.0,VILLENEUVE ST GEORGES,Ile-de-France,2021-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,900962127.0,2021-06-28,2024-03-22T14:26:06,3.0,PME
MICHAKA,848519120,10.0,Societe a responsabilite limitee a associe unique,0000Z,RUE DE LA PRUNELLE,22190.0,PLERIN,Bretagne,2019-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,848519120.0,2019-02-21,2024-05-09T05:11:31,2.0,PME
DRQ CABRIES,951027671,27.0,Société par actions simplifiée,0000Z,AVENUE DU PLAN DE CAMPAGNE,13480.0,CABRIES,Provence-Alpes-Côte d'Azur,2023-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,951027671.0,2023-03-28,2024-03-22T14:26:06,3.0,
SP2S,508887999,11.0,Societe a responsabilite limitee,0000Z,RUE DE LISBONNE,83500.0,LA SEYNE SUR MER,Provence-Alpes-Côte d'Azur,2008-11-06,2020-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,508887999.0,2008-11-05,2024-03-22T14:26:06,1.0,
EURL GARCON,884302712,10.0,Societe a responsabilite limitee a associe unique,0000Z,22 RUE ANTOINE DE SAINT EXUPERY,33290.0,BLANQUEFORT,Aquitaine-Limousin-Poitou-Charentes,2020-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,884302712.0,2020-06-17,2024-05-04T05:17:39,3.0,PME
ESPACE 5,884306622,17.0,Societe par actions simplifiee a associe unique,0000Z,490 CHEMIN DES AUBAGNENS,13190.0,ALLAUCH,Provence-Alpes-Côte d'Azur,2020-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,884306622.0,2020-06-17,2024-03-22T14:26:06,2.0,
SNC BAR NORMAND JY,840137566,13.0,Societe en nom collectif,0000Z,5 RUE DESIRE LE HOC,14800.0,DEAUVILLE,Normandie,2018-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,840137566.0,2018-05-28,2024-06-03T12:34:44,3.0,PME
LA BELLE FONTAINE,912611050,10.0,Société à responsabilité limitée à associé unique,0000Z,18 RUE DE LA CLOCHE,77300.0,FONTAINEBLEAU,Ile-de-France,2022-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,912611050.0,2022-04-19,2024-03-22T14:26:06,2.0,
LA PETITE FRANCE,912601382,19.0,Société par actions simplifiée,0000Z,LIEU DIT LE BOURG,24610.0,MONTPEYROUX,Aquitaine-Limousin-Poitou-Charentes,2022-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,912601382.0,2022-04-19,2024-03-22T14:26:06,2.0,
RB Transports,893583146,12.0,Societe a responsabilite limitee a associe unique,0000Z,25 RUE JEANNE D ASNIERES,92110.0,CLICHY,Ile-de-France,2021-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,893583146.0,2021-02-01,2024-03-22T14:26:06,2.0,
L'EPICIER DU COIN,901200618,14.0,Societe a responsabilite limitee,0000Z,1 RUE LEON MONNET,38550.0,SABLONS,Auvergne-Rhône-Alpes,2021-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,901200618.0,2021-07-06,2024-03-22T14:26:06,2.0,PME
L'OPTICIEN CONCEPT DE BEZONS,891323305,13.0,Societe par actions simplifiee,0000Z,16 RUE SIMONE VEIL,95870.0,BEZONS,,2021-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,891323305.0,2020-11-24,2024-03-22T14:26:06,3.0,PME
Chez Matmat,884296781,13.0,Societe a responsabilite limitee a associe unique,0000Z,120 ROUTE DE PARIS,42300.0,MABLY,Auvergne-Rhône-Alpes,2020-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,884296781.0,2020-06-17,2024-03-22T14:26:06,3.0,PME
TAXI EXPRESS IDF,824678676,19.0,Société par actions simplifiée à associé unique,0000Z,41 AVENUE DE PARIS,95600.0,EAUBONNE,,2017-01-03,2022-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,824678676.0,2017-01-03,2024-03-22T14:26:06,2.0,
STEPHAM,922563630,16.0,Société en nom collectif,0000Z,3 RUE DES TANNEURS,16110.0,LA ROCHEFOUCAULD EN ANGOUMOIS,Aquitaine-Limousin-Poitou-Charentes,2022-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,922563630.0,2022-12-27,2024-03-22T14:26:06,2.0,
CPL NOTAIRES,884216821,14.0,Societe a responsabilite limitee,0000Z,35 AVENUE DU MARECHAL LECLERC,40130.0,CAPBRETON,Aquitaine-Limousin-Poitou-Charentes,2020-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,884216821.0,2020-06-15,2024-07-25T20:59:11,3.0,PME
LE BOURG'BON,912467941,15.0,Société à responsabilité limitée à associé unique,0000Z,11 RUE CENTRALE,56640.0,ARZON,Bretagne,2022-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,912467941.0,2022-04-05,2024-03-22T14:26:06,2.0,
PRIVATE JOKE STE EN LIQUIDATION,751903501,11.0,Societe a responsabilite limitee a associe unique,0000Z,82 BOULEVARD CARNOT,47000.0,AGEN,Aquitaine-Limousin-Poitou-Charentes,2012-06-06,2019-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,751903501.0,2012-06-05,2024-03-22T14:26:06,1.0,
SHIZOU,840042345,16.0,Societe par actions simplifiee,0000Z,6 RUE DU GENERAL GIRAUD,76000.0,ROUEN,Normandie,2018-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,840042345.0,2018-06-01,2024-05-31T22:02:49,5.0,PME
LE CASTEL ISARD,912585478,15.0,Société par actions simplifiée à associé unique,0000Z,11 AVENUE DU PUYMORENS,66760.0,PORTE PUYMORENS,Languedoc-Roussillon-Midi-Pyrénées,2022-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,912585478.0,2022-04-15,2024-03-22T14:26:06,2.0,
LES SALONS DU BASSIN,901190991,17.0,Societe par actions simplifiee a associe unique,0000Z,24 PLACE DE L EGLISE,33740.0,ARES,Aquitaine-Limousin-Poitou-Charentes,2021-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,901190991.0,2021-07-07,2024-03-22T14:26:06,2.0,PME
SCAELTI,840001457,18.0,Societe a responsabilite limitee a associe unique,0000Z,LOTISSEMENT DE LA MARANA,20290.0,LUCCIANA,Corse,2018-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,840001457.0,2018-05-31,2024-06-04T15:06:25,2.0,PME
SAS FERME DE BASSIGNAC,840033203,18.0,Societe par actions simplifiee,0000Z,7 ROUTE DU GRAND CONDE,15240.0,BASSIGNAC,Auvergne-Rhône-Alpes,2018-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,840033203.0,2018-06-01,2024-03-22T14:26:06,2.0,PME
Le Copacabana,893536987,17.0,Societe a responsabilite limitee a associe unique,0000Z,1 RUE LOUIS JEANPERRIN,25200.0,MONTBELIARD,Bourgogne-Franche-Comté,2021-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,893536987.0,2021-02-01,2024-03-22T14:26:06,3.0,PME
MAKSENE TAXIS,912570199,14.0,Société par actions simplifiée à associé unique,0000Z,44 ALLEE DU CLOCHER D AULNAY,93190.0,LIVRY GARGAN,Ile-de-France,2022-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,912570199.0,2022-04-19,2024-03-22T14:26:06,2.0,
LES CHENES DE CALVIAC,893533919,13.0,Societe a responsabilite limitee,0000Z,2490 ROUTE DE L ENEA,24370.0,CALVIAC EN PERIGORD,Aquitaine-Limousin-Poitou-Charentes,2021-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,893533919.0,2021-02-01,2024-03-22T14:26:06,2.0,PME
PROFIL SECURITE PRIVEE,879620235,17.0,Societe par actions simplifiee a associe unique,0000Z,19 VILLA PICARDIE,94430.0,CHENNEVIERES SUR MARNE,Ile-de-France,2019-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,879620235.0,2019-12-09,2024-03-22T14:26:06,1.0,
HAMBLECHIA,801056128,11.0,Societe a responsabilite limitee,0000Z,10 PLACE LEON MEYER,76600.0,LE HAVRE,Normandie,2014-03-17,2021-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,801056128.0,2014-03-17,2024-03-22T14:26:06,1.0,
ETHAN,849413315,11.0,Societe en nom collectif,0000Z,2 RUE MERLIN DE THIONVILLE,92150.0,SURESNES,Ile-de-France,2019-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,849413315.0,2019-03-25,2024-03-22T14:26:06,2.0,PME
AUTO BILAN BETTON - A2B,884308370,11.0,Societe par actions simplifiee a associe unique,0000Z,6 RUE DE LA FORGE,35830.0,BETTON,Bretagne,2020-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,884308370.0,2020-06-17,2024-03-22T14:26:06,2.0,PME
AES COIFFURE,901083204,15.0,Societe a responsabilite limitee a associe unique,0000Z,9001 ESPLANADE DE CLAVIERES,30100.0,ALES,Languedoc-Roussillon-Midi-Pyrénées,2021-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,901083204.0,2021-07-05,2024-03-22T14:26:06,2.0,PME
SARL ARAKIS MONTAUBAN,879565208,11.0,Societe a responsabilite limitee,0000Z,40 B RUE LEON CLADEL,82000.0,MONTAUBAN,Languedoc-Roussillon-Midi-Pyrénées,2019-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,879565208.0,2019-12-05,2024-03-22T14:26:06,4.0,PME
COUSIN Technologies,825404775,17.0,Societe par actions simplifiee,0000Z,ZONE INDUSTRIELLE CROZET FOURNEYRON,42500.0,LE CHAMBON FEUGEROLLES,Auvergne-Rhône-Alpes,2017-02-01,,2018-12-31,1663613.0,189722.0,2017-12-31,1285437.0,185500.0,,,,2019-12-31,1499301.0,218517.0,2018-12-31,1663613.0,189722.0,2017-12-31,1285437.0,185500.0,2020-12-31,,,2019-12-31,1499301.0,218517.0,2018-12-31,1663613.0,189722.0,2021-12-31,,,2020-12-31,,,2019-12-31,1499301.0,218517.0,,,,,,,,,,,,,,,,,,,,,,825404775.0,2016-02-06,2024-03-22T14:26:06,2.0,PME
KANTINARY,840471213,16.0,Societe par actions simplifiee a associe unique,0000Z,180 RUE DE BILLANCOURT,92100.0,BOULOGNE BILLANCOURT,Ile-de-France,2018-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,840471213.0,2018-06-19,2024-03-22T14:26:06,2.0,PME
LEOLOUMA,843548694,10.0,Societe par actions simplifiee,0000Z,24 AVENUE DE LA MER,34450.0,VIAS,Languedoc-Roussillon-Midi-Pyrénées,2018-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,843548694.0,2018-11-02,2024-03-22T14:26:06,2.0,PME
LASCAUX,840461792,11.0,Societe en nom collectif,0000Z,2 B AVENUE DU LAC,34260.0,CEILHES ET ROCOZELS,Languedoc-Roussillon-Midi-Pyrénées,2018-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,840461792.0,2018-06-19,2024-03-22T14:26:06,2.0,PME
CARROSSERIE NAVARRO,893964411,19.0,Societe a responsabilite limitee a associe unique,0000Z,69 ROUTE DE MONTPELLIER,34160.0,SUSSARGUES,Languedoc-Roussillon-Midi-Pyrénées,2021-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,893964411.0,2021-02-11,2024-03-22T14:26:06,2.0,PME
BARAQUETTE RESORT SERVICES,830457867,18.0,Societe par actions simplifiee,0000Z,ROUTE DE ROUJAN,34120.0,PEZENAS,Languedoc-Roussillon-Midi-Pyrénées,2017-06-26,2019-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,830457867.0,2017-06-22,2024-03-22T14:26:06,2.0,
KARAMEL TAXI,824703813,17.0,Societe par actions simplifiee a associe unique,0000Z,18 RUE MARCEL BOURDARIAS,93400.0,ST OUEN SUR SEINE,Ile-de-France,2017-01-04,,2018-12-31,,,2017-12-31,,,,,,2019-12-31,44126.0,11691.0,2018-12-31,,,2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824703813.0,2017-01-04,2024-03-22T14:26:06,2.0,PME
COLBERT,912494903,12.0,Société par actions simplifiée à associé unique,0000Z,68 RUE DE LA REPUBLIQUE,17300.0,ROCHEFORT,Aquitaine-Limousin-Poitou-Charentes,2022-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,912494903.0,2022-04-13,2024-03-22T14:26:06,6.0,
EV COM,801995556,17.0,Société par actions simplifiée,0000Z,1351 ROUTE DE BELLECOMBETTE,73000.0,JACOB BELLECOMBETTE,Auvergne-Rhône-Alpes,2014-05-20,2022-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,801995556.0,2014-04-01,2024-03-22T14:26:06,2.0,PME
A CANTINA DI U PALAZZU,901172718,16.0,Societe par actions simplifiee,0000Z,,20144.0,ZONZA,Corse,2021-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,901172718.0,2021-06-24,2024-07-27T05:13:05,2.0,PME
VSD DIFFUSION,893657668,16.0,Societe par actions simplifiee,0000Z,LA RIVIERE,24200.0,MARCILLAC ST QUENTIN,Aquitaine-Limousin-Poitou-Charentes,2021-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,893657668.0,2021-02-02,2024-07-27T05:13:27,2.0,PME
DLPIZZA,849447909,11.0,Societe par actions simplifiee,0000Z,11 BOULEVARD DE LA MEDITERRANEE,11100.0,NARBONNE,Languedoc-Roussillon-Midi-Pyrénées,2019-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,849447909.0,2019-03-26,2024-03-22T14:26:06,2.0,PME
CREPERIE L'AUBEPINE,912650223,15.0,Société par actions simplifiée à associé unique,0000Z,6 PLACE DU PALAIS,56250.0,LA VRAIE CROIX,Bretagne,2022-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,912650223.0,2022-04-13,2024-03-22T14:26:06,2.0,
LES PETITS BONHEURS DE NATALINE,919436501,10.0,Société à responsabilité limitée,0000Z,29 RUE DE LA REPUBLIQUE,21340.0,NOLAY,Bourgogne-Franche-Comté,2022-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,919436501.0,2022-09-15,2024-03-22T14:26:06,2.0,
ART' FLEUR,918455106,16.0,Société à responsabilité limitée,0000Z,65 GRANDE RUE,61800.0,TINCHEBRAY BOCAGE,Normandie,2022-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,918455106.0,2022-08-08,2024-03-22T14:26:06,2.0,
ALMA,901194761,10.0,Societe a responsabilite limitee,0000Z,6 RUE DU MAL DE LATTRE DE TASSIGNY,76600.0,LE HAVRE,Normandie,2021-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,901194761.0,2021-07-05,2024-03-22T14:26:06,2.0,PME
SARL FRANCK MARTIN,922511415,15.0,Société à responsabilité limitée,0000Z,9 RUE DE LA MAIRIE,28200.0,ST CHRISTOPHE,Centre-Val de Loire,2022-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,922511415.0,2022-12-26,2024-03-22T14:26:06,2.0,
LES HALLES PONOTES,893837203,15.0,Societe par actions simplifiee,0000Z,10 RUE PAUL SEJOURNE,43700.0,COUBON,Auvergne-Rhône-Alpes,2021-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,893837203.0,2021-02-09,2024-03-22T14:26:06,2.0,PME
GDRT,843347337,19.0,Societe a responsabilite limitee,0000Z,124 ALLEE ALBERT SYLVESTRE,73000.0,CHAMBERY,Auvergne-Rhône-Alpes,2018-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,843347337.0,2018-10-19,2024-07-04T10:31:51,2.0,PME
COMME CHEZ MA TANTE,840201206,17.0,Societe a responsabilite limitee a associe unique,0000Z,11 ROUTE NATIONALE,62113.0,SAILLY LABOURSE,Nord-Pas-de-Calais-Picardie,2018-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,840201206.0,2018-06-05,2024-03-22T14:26:06,2.0,PME
