company_name;siren_number;nic_number;legal_form;ape_code;address;postal_code;city;region;registration_date;deregistration_date;closing_date_2018_1;revenue_2018_1;turnover_2018_1;closing_date_2018_2;revenue_2018_2;turnover_2018_2;closing_date_2018_3;revenue_2018_3;turnover_2018_3;closing_date_2019_1;revenue_2019_1;turnover_2019_1;closing_date_2019_2;revenue_2019_2;turnover_2019_2;closing_date_2019_3;revenue_2019_3;turnover_2019_3;closing_date_2020_1;revenue_2020_1;turnover_2020_1;closing_date_2020_2;revenue_2020_2;turnover_2020_2;closing_date_2020_3;revenue_2020_3;turnover_2020_3;closing_date_2021_1;revenue_2021_1;turnover_2021_1;closing_date_2021_2;revenue_2021_2;turnover_2021_2;closing_date_2021_3;revenue_2021_3;turnover_2021_3;closing_date_2022_1;revenue_2022_1;turnover_2022_1;closing_date_2022_2;revenue_2022_2;turnover_2022_2;closing_date_2022_3;revenue_2022_3;turnover_2022_3;industry_sector;phone_number;website;reviews;schedule;instagram;facebook;twitter;linkedin;youtube;email;scraping_date;date_creation;last_processing_date;number_of_employee;company_category
BT ELECTRICITE;822922571.0;10.0;Societe par actions simplifiee a associe unique;4321A;45 BOULEVARD DE BEAUSEJOUR;75016.0;PARIS;Ile-de-France;2016-10-04;;2018-12-31;;;2017-12-31;;;;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-09-01;2024-03-22T14:26:06;1.0;PME
SUD HARMONY;822971669.0;12.0;Societe par actions simplifiee;4799A;RUE DU CHATEAU;84390.0;ST CHRISTOL;Provence-Alpes-Côte d'Azur;2016-10-11;;2018-12-31;100000.0;5000.0;2017-12-31;60000.0;34000.0;;;;2019-12-31;139388.0;64341.0;2018-12-31;100000.0;5000.0;2017-12-31;60000.0;34000.0;2020-12-31;;;2019-12-31;139388.0;64341.0;2018-12-31;100000.0;5000.0;2021-12-31;;;2020-12-31;;;2019-12-31;139388.0;64341.0;;;;;;;;;;;;;;;;;;;;;;2016-10-01;2024-03-22T14:26:06;3.0;PME
GANDOU;823015771.0;12.0;Societe a responsabilite limitee;4776Z;103 TRAVERSE DE LA PENNE;13011.0;MARSEILLE;Provence-Alpes-Côte d'Azur;2016-09-19;;2018-12-31;;;2017-12-31;;;;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;;;2020-12-31;;;2019-12-31;;;;;;;;;;;;;;;;;;;;;;;;2016-09-01;2024-03-22T14:26:06;3.0;PME
SNACK L'OASIS;823089008.0;10.0;Societe par actions simplifiee a associe unique;5610C;22 RUE DE LA REPUBLIQUE;11000.0;CARCASSONNE;Languedoc-Roussillon-Midi-Pyrénées;2016-10-13;;2018-12-31;;;2017-12-31;62124.0;6756.0;2016-12-31;15230.0;1612.0;2019-12-31;;;2018-12-31;;;2017-12-31;62124.0;6756.0;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;;;2020-12-31;;;2019-12-31;;;;;;;;;;;;;;;;;;;;;;;;2016-10-01;2024-03-22T14:26:06;1.0;PME
AERO FAST;823099429.0;24.0;Societe a responsabilite limitee;3316Z;13 ALLEE VICTOR HUGO;77144.0;MONTEVRAIN;Ile-de-France;2017-07-07;;2018-12-31;;;;;;;;;2019-12-31;;;2018-12-31;;;;;;2020-12-31;;;;;;;;;2021-12-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-10-10;2024-03-22T14:26:06;3.0;PME
SUD PROFIL ANTICHUTE;823119524.0;10.0;Societe par actions simplifiee a associe unique;4399D;10 AVENUE DU CHAMP DE MARS;11100.0;NARBONNE;Languedoc-Roussillon-Midi-Pyrénées;2016-11-03;;2018-12-31;;;2017-12-31;;;;;;2019-12-31;1131926.0;14210.0;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;1131926.0;14210.0;2018-12-31;;;2021-12-31;1126142.0;-199845.0;2020-12-31;;;2019-12-31;1131926.0;14210.0;;;;;;;;;;;;;;;;;;;;;;2016-10-13;2024-03-22T14:26:06;3.0;PME
BOYOUD RENAUD INGENIERIE;823223995.0;15.0;Societe par actions simplifiee a associe unique;7112B;215 RUE DU PAS DU MOULIN;40550.0;LEON;Aquitaine-Limousin-Poitou-Charentes;2016-10-24;;2018-09-30;;;2017-09-30;;;;;;;;;;;;;;;2020-09-30;;;;;;2018-09-30;;;2021-09-30;;;2020-09-30;;;;;;2022-09-30;;;2021-09-30;;;2020-09-30;;;;;;;;;;;;;;;2016-10-17;2024-03-22T14:26:06;2.0;PME
M BATI-CARRELAGE;823247523.0;25.0;Societe par actions simplifiee;4120A;231 RUE JEAN JAURES;59192.0;BEUVRAGES;Nord-Pas-de-Calais-Picardie;2016-10-20;;2018-12-31;;;2017-12-31;;;2016-12-31;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;;;2020-12-31;;;2019-12-31;;;;;;;;;;;;;;;;;;;;;;;;2016-09-30;2024-04-11T05:23:18;2.0;PME
POWER MEDIA;823255096.0;21.0;Societe par actions simplifiee a associe unique;;14 RUE DE L ARSENAL;35000.0;RENNES;Bretagne;2017-11-03;;2018-09-30;;;;;;;;;2019-09-30;;;2018-09-30;;;;;;2020-09-30;;;2019-09-30;;;2018-09-30;;;2021-09-30;;;2020-09-30;;;2019-09-30;;;;;;;;;;;;;;;;;;;;;;;;2016-11-01;2024-03-22T14:26:06;3.0;PME
VALOMSY;823270541.0;27.0;Societe par actions simplifiee a associe unique;3821Z;QUARTIER LE CLOS DE MEYMANS;26300.0;BEAUREGARD BARET;Auvergne-Rhône-Alpes;2017-05-10;;2018-12-31;9746105.0;61256.0;2017-12-31;4443533.0;85735.0;2016-12-31;0.0;-1600.0;2019-12-31;10278871.0;-68370.0;2018-12-31;9746105.0;61256.0;2017-12-31;4443533.0;85735.0;2020-12-31;11501201.0;496376.0;2019-12-31;10278871.0;-68370.0;2018-12-31;9746105.0;61256.0;2021-12-31;11736478.0;-1973649.0;2020-12-31;11501201.0;496376.0;2019-12-31;10278871.0;-68370.0;;;;;;;;;;;;;;;;;;;;;;2016-10-21;2024-03-22T14:26:06;4.0;GE
KORALYN KREA;823280383.0;14.0;Societe par actions simplifiee a associe unique;6312Z;458 BOULEVARD DE PEYMARLIER;83460.0;LES ARCS;Provence-Alpes-Côte d'Azur;2016-10-24;;2018-12-31;14827.0;296.0;2017-12-31;13230.0;-880.0;;;;2019-12-31;;;2018-12-31;14827.0;296.0;2017-12-31;13230.0;-880.0;2020-12-31;;;2019-12-31;;;2018-12-31;14827.0;296.0;2021-12-31;;;2020-12-31;;;2019-12-31;;;;;;;;;;;;;;;;;;;;;;;;2016-10-17;2024-03-22T14:26:06;2.0;PME
SERENITY VIP;823299219.0;19.0;Societe par actions simplifiee a associe unique;4932Z;IMPASSE DES FONTAINES;38070.0;ST QUENTIN FALLAVIER;Auvergne-Rhône-Alpes;2016-10-24;;2018-12-31;;;2017-12-31;;;2016-12-31;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;;;2020-12-31;;;2019-12-31;;;;;;;;;;;;;;;;;;;;;;;;2016-11-02;2024-03-22T14:26:06;2.0;PME
AMAYA CONSEIL;823417639.0;23.0;Societe par actions simplifiee;7022Z;24 BOULEVARD MARCEL DASSAULT;64200.0;BIARRITZ;Aquitaine-Limousin-Poitou-Charentes;2016-11-04;;2018-12-31;;;2017-12-31;;;;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-10-14;2024-03-22T14:26:06;4.0;PME
VICTOR FIN;823461751.0;13.0;Societe par actions simplifiee a associe unique;4617B;2 RUE DES HORTENSIAS;33600.0;PESSAC;Aquitaine-Limousin-Poitou-Charentes;2016-11-14;;2018-12-31;;;2017-12-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-11-01;2024-03-22T14:26:06;2.0;PME
SAINT-LYS LES ROSSIGNOLS;823462502.0;19.0;Societe par actions simplifiee a associe unique;8211Z;1 RUE DE SAINT CLOUD;92150.0;SURESNES;Ile-de-France;2016-10-28;;2018-12-31;4138797.0;392484.0;2017-12-31;;-1291.0;2016-12-31;;;2019-12-31;4369200.0;436632.0;;;;;;;2020-12-31;4566851.0;477286.0;2019-12-31;4369200.0;436632.0;;;;2021-12-31;5057982.0;608394.0;2020-12-31;4566851.0;477286.0;2019-12-31;4369200.0;436632.0;;;;;;;;;;;;;;;;;;;;;;2016-10-28;2024-03-22T14:26:06;5.0;GE
BRICOPRO SERVICES;823552278.0;17.0;Societe par actions simplifiee;4322A;9 CHEMIN DE PEYCHON;33370.0;TRESSES;Aquitaine-Limousin-Poitou-Charentes;2016-11-07;;2018-12-31;92611.0;31680.0;2017-12-31;;;;;;2019-12-31;64968.0;12028.0;2018-12-31;92611.0;31680.0;2017-12-31;;;2020-12-31;;;2019-12-31;64968.0;12028.0;2018-12-31;92611.0;31680.0;2021-12-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-11-02;2024-03-22T14:26:06;2.0;PME
SASU AFONSO;823555040.0;18.0;Societe par actions simplifiee a associe unique;6810Z;250 RUE DE POMARAY;73000.0;SONNAZ;Auvergne-Rhône-Alpes;2016-11-04;;2018-12-31;;;2017-12-31;;;;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;;;2020-12-31;;;2019-12-31;;;;;;;;;;;;;;;;;;;;;;;;2016-08-05;2024-03-22T14:26:06;1.0;PME
TAN-GOUN;823555131.0;15.0;Societe a responsabilite limitee;5621Z;Centre Commercial La Cochardiere;35132.0;VEZIN LE COQUET;Bretagne;2016-11-07;;2018-12-31;;;2017-12-31;;;;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;;;2020-12-31;;;2019-12-31;;;2022-12-31;;;2021-12-31;;;2020-12-31;;;;;;;;;;;;;;;2016-11-03;2024-03-22T14:26:06;2.0;PME
SPEED CYCLES;823588389.0;10.0;Societe a responsabilite limitee;4764Z;1 LOTISSEMENT PONS;34150.0;GIGNAC;Languedoc-Roussillon-Midi-Pyrénées;2016-11-21;;2018-12-31;;;2017-12-31;;;;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;;;2020-12-31;;;2019-12-31;;;2022-12-31;;;2021-12-31;;;2020-12-31;;;;;;;;;;;;;;;2016-11-22;2024-03-22T14:26:06;1.0;PME
JS PEINTURE;823750997.0;12.0;Societe a responsabilite limitee a associe unique;4334Z;22 RUE COROT;72100.0;LE MANS;Pays-de-la-Loire;2016-11-15;;2018-12-31;;;2017-12-31;130040.0;21630.0;;;;2019-12-31;;;2018-12-31;;;2017-12-31;130040.0;21630.0;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;;;2020-12-31;;;2019-12-31;;;;;;;;;;;;;;;;;;;;;;;;2016-11-01;2024-03-22T14:26:06;1.0;PME
HOLDING JDBP;823903349.0;12.0;Societe a responsabilite limitee;6420Z;24 RUE DES ANEMONES;81200.0;AIGUEFONDE;Languedoc-Roussillon-Midi-Pyrénées;2016-11-25;;2018-12-31;;;2017-12-31;;;;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;;;2020-12-31;;;2019-12-31;;;2022-12-31;;;2021-12-31;;;2020-12-31;;;;;;;;;;;;;;;2016-11-17;2024-03-22T14:26:06;1.0;PME
2XL FRANCE;823921788.0;27.0;Societe par actions simplifiee a associe unique;5210B;Batiment Lb1  Zone Logistique B;62119.0;DOURGES;Nord-Pas-de-Calais-Picardie;2018-09-18;;2018-12-31;1124860.0;-117740.0;2017-12-31;0.0;-35330.0;;;;2019-12-31;5575050.0;-469710.0;2018-12-31;1124860.0;-117740.0;2017-12-31;0.0;-35330.0;2020-12-31;5366407.0;15673.0;2019-12-31;5575050.0;-469710.0;2018-12-31;1124860.0;-117740.0;2021-12-31;5733849.0;-402191.0;2020-12-31;5366407.0;15673.0;2019-12-31;5575050.0;-469710.0;;;;;;;;;;;;;;;;;;;;;;2016-11-01;2024-03-22T14:26:06;2.0;PME
GITES DES 7 PLAGES;823931738.0;12.0;Societe a responsabilite limitee a associe unique;5520Z;47 B RUE DES NOUETTES;22380.0;ST CAST LE GUILDO;Bretagne;2016-11-24;;2018-12-31;;;2017-12-31;;;;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;;;2020-12-31;;;2019-12-31;;;;;;;;;;;;;;;;;;;;;;;;2016-11-07;2024-03-22T14:26:06;1.0;PME
PARC EOLIEN PRES GANNES;823947940.0;16.0;Societe par actions simplifiee a associe unique;3511Z;RUE DU PRE LONG;35770.0;VERN SUR SEICHE;Bretagne;2016-11-25;;2018-12-31;;;2017-12-31;;;;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-11-18;2024-03-22T14:26:06;3.0;PME
BLACK GOOSE;823971072.0;17.0;Societe par actions simplifiee a associe unique;4777Z;17 RUE DE RIVOLI;6000.0;NICE;Provence-Alpes-Côte d'Azur;2016-11-28;;2018-12-31;;;2017-12-31;;;;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-11-25;2024-03-22T14:26:06;2.0;PME
LE MALAGOYEN;823991922.0;19.0;Societe a responsabilite limitee a associe unique;5630Z;12 BOULEVARD DUPONCHEL;22380.0;ST CAST LE GUILDO;Bretagne;2016-12-01;;2018-12-31;;;2017-12-31;;;;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;;;2020-12-31;;;2019-12-31;;;;;;;;;;;;;;;;;;;;;;;;2016-11-28;2024-03-22T14:26:06;3.0;PME
PROJET 6;824036198.0;11.0;Societe par actions simplifiee a associe unique;6820B;6 RUE ANDREI DIMITRI SAKHAROV;76130.0;MONT ST AIGNAN;Normandie;2017-01-12;;2018-12-31;;-91502.0;2017-12-31;0.0;-530.0;2016-12-31;0.0;-700.0;2019-12-31;437.0;-120610.0;2018-12-31;0.0;-91500.0;2017-12-31;0.0;-530.0;2020-12-31;23616.0;-95890.0;2019-12-31;437.0;-120610.0;2018-12-31;0.0;-91500.0;2021-12-31;;;2020-12-31;23616.0;-95890.0;2019-12-31;437.0;-120610.0;;;;;;;;;;;;;;;;;;;;;;2016-11-10;2024-03-22T14:26:06;1.0;PME
MEDIC PERE SOULAS;824057897.0;12.0;Societe par actions simplifiee a associe unique;4110A;Le Mas du Pont;34920.0;LE CRES;Languedoc-Roussillon-Midi-Pyrénées;2016-12-01;;2018-12-31;;;2017-12-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-11-24;2024-03-22T14:26:06;1.0;
MISE EN SCENE;824068381.0;14.0;Societe par actions simplifiee a associe unique;9602A;63 RUE DE CHATIVESLE;51100.0;REIMS;Alsace-Champagne-Ardenne-Lorraine;2016-12-14;;2018-12-31;;;2017-12-31;;;;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;;;2020-12-31;;;2019-12-31;;;;;;;;;;;;;;;;;;;;;;;;2016-12-10;2024-03-22T14:26:06;3.0;PME
SMB CARE;824070494.0;11.0;Societe par actions simplifiee a associe unique;7022Z;15 RUE DE LA GUETTE;77410.0;VILLEROY;Ile-de-France;2016-12-07;;2018-12-31;;;2017-12-31;;;;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;;;2020-12-31;;;2019-12-31;;;;;;;;;;;;;;;;;;;;;;;;2016-11-01;2024-03-22T14:26:06;1.0;PME
GUILLAUD TOUR AUTOMOBILES;824116602.0;15.0;Societe par actions simplifiee;4511Z;CHEMIN DU MARAIS;38110.0;ST JEAN DE SOUDAIN;Auvergne-Rhône-Alpes;2016-12-15;;2018-12-31;;;2017-12-31;;;;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;;;2020-12-31;;;2019-12-31;;;2022-12-31;;;2021-12-31;;;2020-12-31;;;;;;;;;;;;;;;2016-11-15;2024-06-17T13:06:07;2.0;PME
G T V;824131536.0;16.0;Societe a responsabilite limitee a associe unique;6420Z;12 CITE FENART;59116.0;HOUPLINES;Nord-Pas-de-Calais-Picardie;2016-12-05;;2018-12-31;;;2017-12-31;;;;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;;;2020-12-31;;;2019-12-31;;;;;;;;;;;;;;;;;;;;;;;;2016-11-12;2024-03-22T14:26:06;1.0;PME
NOURS TATTOO;824145833.0;11.0;Societe a responsabilite limitee a associe unique;9609Z;4 PLACE DE LA POSTE;44470.0;CARQUEFOU;Pays-de-la-Loire;2016-12-06;;2018-12-31;;;2017-12-31;;;;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;;;2020-12-31;;;2019-12-31;;;2022-12-31;;;2021-12-31;;;2020-12-31;;;;;;;;;;;;;;;2016-12-01;2024-03-22T14:26:06;2.0;PME
SIMONADE;824252399.0;12.0;Societe par actions simplifiee a associe unique;4771Z;65 AVENUE D INGRIL;34110.0;FRONTIGNAN;Languedoc-Roussillon-Midi-Pyrénées;2016-12-09;;2018-12-31;65142.0;564.0;2017-12-31;87735.0;7573.0;;;;2019-12-31;68912.0;5793.0;2018-12-31;65142.0;564.0;2017-12-31;87735.0;7573.0;2020-12-31;84850.0;24225.0;2019-12-31;68912.0;5793.0;2018-12-31;65142.0;564.0;2021-12-31;83681.0;17955.0;2020-12-31;84850.0;24225.0;2019-12-31;68912.0;5793.0;;;;;;;;;;;;;;;;;;;;;;2016-12-09;2024-03-22T14:26:06;2.0;PME
TRANSERVICE 77;824263594.0;15.0;Societe a responsabilite limitee a associe unique;4511Z;9 RUE DE L AERODROME;77720.0;GRANDPUITS BAILLY CARROIS;Ile-de-France;2016-12-05;;2018-12-31;;;2017-12-31;;;;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-11-16;2024-03-22T14:26:06;3.0;PME
CARRELAGE ROYER;824270797.0;15.0;Societe a responsabilite limitee;4333Z;1 ALLEE DES AUNETTES;91580.0;ETRECHY;Ile-de-France;2016-12-15;;2018-12-31;;;2017-12-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-01;2024-03-22T14:26:06;5.0;PME
SERAD;824275424.0;29.0;Societe par actions simplifiee a associe unique;8690F;5 E RUE DE L ABBAYE DE FONTENAY;21240.0;TALANT;Bourgogne-Franche-Comté;2018-07-06;;2018-12-31;;;2017-12-31;;;;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017-01-01;2024-03-22T14:26:06;3.0;PME
VALBAPT;824278204.0;14.0;Societe a responsabilite limitee;5630Z;58 PLACE DE LA MAIRIE;31350.0;BOULOGNE SUR GESSE;Languedoc-Roussillon-Midi-Pyrénées;2016-12-12;;2018-12-31;;;2017-12-31;159452.0;-36615.0;;;;2019-12-31;;;2018-12-31;;;2017-12-31;159452.0;-36615.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-09;2024-03-22T14:26:06;2.0;PME
TRANSPORTS QUENEAU REMY;824299242.0;19.0;Societe a responsabilite limitee a associe unique;4941A;43 RUE DE BESNE;44260.0;PRINQUIAU;Pays-de-la-Loire;2016-12-15;;2018-09-30;;;2017-09-30;;;;;;2019-09-30;;;2018-09-30;;;2017-09-30;;;2020-09-30;;;2019-09-30;;;2018-09-30;;;2021-09-30;;;2020-09-30;;;2019-09-30;;;;;;;;;;;;;;;;;;;;;;;;2017-01-02;2024-03-22T14:26:06;1.0;PME
B. FIORE - PLOMBIER CHAUFFAGISTE;824350177.0;13.0;Societe a responsabilite limitee;4322A;2 RUE CONDORCET;21000.0;DIJON;Bourgogne-Franche-Comté;2016-12-16;;2018-12-31;224470.0;17080.0;2017-12-31;183860.0;2030.0;;;;2019-12-31;303350.0;25560.0;2018-12-31;224470.0;17080.0;2017-12-31;183860.0;2030.0;2020-12-31;531028.0;5394.0;2019-12-31;303350.0;25560.0;2018-12-31;224470.0;17080.0;2021-12-31;643631.0;1154.0;2020-12-31;531028.0;5394.0;2019-12-31;303350.0;25560.0;2022-12-31;715705.0;37657.0;2021-12-31;643631.0;1154.0;2020-12-31;531028.0;5394.0;;;;;;;;;;;;;2016-12-08;2024-03-22T14:26:06;2.0;PME
NEXITY IR PROGRAMMES NORD;824381685.0;18.0;Societe par actions simplifiee;6820B;25 ALLEE VAUBAN;59562.0;LA MADELEINE CEDEX;Nord-Pas-de-Calais-Picardie;2016-12-15;;2018-12-31;9791.0;-147637.0;2017-12-31;2000.0;-46406.0;2016-12-31;;-500.0;2019-12-31;;-407819.0;2018-12-31;9791.0;-147637.0;2017-12-31;2000.0;-46406.0;2020-12-31;108183.0;-854174.0;2019-12-31;;-407819.0;2018-12-31;9791.0;-147637.0;2021-12-31;55590.0;-1284271.0;2020-12-31;108183.0;-854174.0;2019-12-31;;-407819.0;;;;;;;;;;;;;;;;;;;;;;2016-12-07;2024-03-22T14:26:06;2.0;GE
GEORGES CASTRO HOLDING;824391395.0;12.0;Societe a responsabilite limitee a associe unique;6420Z;14 RUE ANDRE GIDE;75015.0;PARIS;Ile-de-France;2016-12-15;;2018-12-31;;;2017-12-31;;;;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;;;2020-12-31;;;2019-12-31;;;;;;;;;;;;;;;;;;;;;;;;2016-12-01;2024-03-22T14:26:06;1.0;PME
La Super Agence;824394209.0;12.0;Societe par actions simplifiee;7311Z;67 RUE LUIS BARRAGAN;34000.0;MONTPELLIER;Languedoc-Roussillon-Midi-Pyrénées;2016-12-16;;2018-12-31;;;2017-12-31;;;;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-09;2024-03-22T14:26:06;3.0;PME
AUTO LOGIC MOTORS;824401178.0;10.0;Societe par actions simplifiee a associe unique;4520A;134 AVENUE ARISTIDE BRIAND;27930.0;GRAVIGNY;Normandie;2016-12-16;;2018-12-31;324409.0;8275.0;2017-12-31;278879.0;3321.0;;;;2019-12-31;313637.0;8360.0;2018-12-31;324409.0;8275.0;2017-12-31;278879.0;3321.0;2020-12-31;355070.0;13044.0;2019-12-31;313637.0;8360.0;2018-12-31;324409.0;8275.0;2021-12-31;393248.0;10612.0;2020-12-31;355070.0;13044.0;2019-12-31;313637.0;8360.0;;;;;;;;;;;;;;;;;;;;;;2016-12-15;2024-03-22T14:26:06;2.0;PME
PHARE BLEU YACHTING;824495394.0;10.0;Societe par actions simplifiee a associe unique;4799B;10 RUE DE LA REPUBLIQUE;13001.0;MARSEILLE;Provence-Alpes-Côte d'Azur;2016-12-27;;2018-12-31;;;2017-12-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017-01-21;2024-03-22T14:26:06;1.0;
ALGS;819554668.0;15.0;Societe par actions simplifiee;5610C;118 AVENUE SAINT MAUR;59110.0;LA MADELEINE;Nord-Pas-de-Calais-Picardie;2016-04-07;;2018-12-31;;;2017-12-31;;;2016-12-31;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-03-22;2024-03-22T14:26:06;3.0;PME
MML;819590811.0;17.0;Societe par actions simplifiee a associe unique;5610C;45 RUE DES AUGUSTINS;80000.0;AMIENS;Nord-Pas-de-Calais-Picardie;2016-04-08;;2018-12-31;;;2017-12-31;;;2016-12-31;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;747861.0;121102.0;2019-12-31;;;2018-12-31;;;2021-12-31;821656.0;104902.0;2020-12-31;747861.0;121102.0;2019-12-31;;;;;;;;;;;;;;;;;;;;;;;;2016-05-04;2024-03-22T14:26:06;3.0;PME
HELI'S FLY;819633199.0;16.0;Societe par actions simplifiee a associe unique;5110Z;7 ALLEE DE L OREE DU LAC;33260.0;LA TESTE DE BUCH;Aquitaine-Limousin-Poitou-Charentes;2016-04-13;;2018-12-31;;;;;;2016-12-31;;;2019-12-31;;;2018-12-31;;;;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;;;2020-12-31;;;2019-12-31;;;;;;;;;;;;;;;;;;;;;;;;2016-03-17;2024-03-22T14:26:06;2.0;PME
SECRETS D'AFFINAGES CHEZ JULIE;819669953.0;13.0;Societe par actions simplifiee a associe unique;4729Z;48 RUE ANDRE FOURCADE;65000.0;TARBES;Languedoc-Roussillon-Midi-Pyrénées;2016-04-14;;2018-12-31;;;2017-12-31;;;2016-12-31;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;;;2020-12-31;;;2019-12-31;;;;;;;;;;;;;;;;;;;;;;;;2016-04-12;2024-03-22T14:26:06;3.0;PME
B & M DISTRIBUTION;819686734.0;32.0;Societe par actions simplifiee a associe unique;4778C;9 AVENUE ALBERT RITT;13600.0;LA CIOTAT;Provence-Alpes-Côte d'Azur;2016-04-25;;2018-12-31;;;2017-12-31;;;2016-12-31;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;94160.0;3.0;2020-12-31;;;2019-12-31;;;;;;;;;;;;;;;;;;;;;;;;2016-04-01;2024-03-22T14:26:06;2.0;PME
GROUPE VISIOPROTEC;819707506.0;13.0;Societe par actions simplifiee;8020Z;3 AVENUE RENE LAENNEC;72000.0;LE MANS;Pays-de-la-Loire;2016-04-13;;2018-12-31;;;2017-12-31;;;;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;;;;;;;;;;2021-12-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-03-01;2024-03-22T14:26:06;2.0;PME
FAYARD ROBIN;819731753.0;11.0;Societe a responsabilite limitee a associe unique;4778B;23 B AVENUE DU 8 MAI 1945;82500.0;BEAUMONT DE LOMAGNE;Languedoc-Roussillon-Midi-Pyrénées;2016-04-19;;2018-12-31;;;2017-12-31;;;2016-12-31;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;;;2020-12-31;;;2019-12-31;;;;;;;;;;;;;;;;;;;;;;;;2016-04-08;2024-04-12T05:21:20;2.0;PME
